final_age,final_gender,device_type,time_spent,items_viewed,daily_screen_time,social_media_hours,stress_level,addiction_level,purchase_amount,total_spent
49,Female,Desktop,25,4,,,,,,515
58,Male,Tablet,21,32,,,,,,387
20,Male,Desktop,17,33,,,,,,1227
45,Female,Desktop,23,49,,,,,,336
27,Male,Desktop,57,26,,,,,,1193
52,Male,Desktop,107,17,,,,,,1270
46,Female,Mobile,81,39,,,,,,904
32,Male,Desktop,58,23,,,,,,646
50,Male,Desktop,14,32,,,,,,1255
24,Male,Tablet,93,15,,,,,,638
29,Female,Tablet,20,13,,,,,,455
47,Female,Mobile,30,2,,,,,,200
38,Female,Tablet,19,19,,,,,,1232
48,Male,Desktop,53,24,,,,,,462
41,Male,Tablet,103,45,,,,,,834
37,Female,Mobile,56,24,,,,,,261
54,Male,Tablet,77,11,,,,,,1300
21,Male,Tablet,82,22,,,,,,13
45,Female,Mobile,23,15,,,,,,765
61,Female,Mobile,62,10,,,,,,953
37,Male,Desktop,110,41,,,,,,1229
41,Male,Tablet,33,27,,,,,,1087
49,Male,Desktop,103,9,,,,,,891
58,Female,Tablet,104,28,,,,,,397
53,Female,Tablet,18,1,,,,,,1147
51,Female,Desktop,73,17,,,,,,403
53,Female,Tablet,33,31,,,,,,335
19,Male,Tablet,32,44,,,,,,1295
32,Female,Tablet,61,10,,,,,,484
51,Female,Mobile,54,37,,,,,,138
53,Female,Desktop,17,29,,,,,,920
23,Female,Mobile,19,18,,,,,,939
56,Female,Desktop,91,47,,,,,,359
59,Male,Desktop,70,38,,,,,,588
29,Male,Tablet,99,39,,,,,,629
20,Female,Desktop,101,49,,,,,,1135
62,Male,Mobile,34,6,,,,,,294
35,Female,Mobile,84,40,,,,,,829
57,Female,Mobile,25,12,,,,,,633
38,Male,Desktop,68,14,,,,,,1023
32,Male,Mobile,74,44,,,,,,636
50,Female,Desktop,74,10,,,,,,1175
52,Female,Mobile,88,20,,,,,,331
43,Female,Mobile,85,15,,,,,,1443
25,Male,Desktop,11,31,,,,,,214
53,Female,Mobile,91,7,,,,,,1324
47,Female,Tablet,16,41,,,,,,1426
40,Female,Desktop,90,10,,,,,,1131
59,Male,Desktop,61,10,,,,,,640
61,Female,Desktop,94,48,,,,,,872
31,Female,Tablet,113,39,,,,,,1237
31,Male,Desktop,80,28,,,,,,432
19,Female,Mobile,7,30,,,,,,397
54,Female,Mobile,16,37,,,,,,830
22,Male,Mobile,99,3,,,,,,920
55,Female,Desktop,16,43,,,,,,1137
62,Male,Mobile,40,15,,,,,,352
58,Male,Desktop,12,21,,,,,,54
64,Female,Mobile,35,37,,,,,,920
31,Female,Tablet,113,12,,,,,,1133
56,Female,Tablet,21,4,,,,,,1448
42,Female,Tablet,50,47,,,,,,1401
37,Male,Tablet,43,9,,,,,,1055
19,Female,Desktop,100,39,,,,,,972
56,Male,Mobile,112,42,,,,,,804
23,Female,Tablet,17,28,,,,,,1301
34,Female,Desktop,32,23,,,,,,1021
42,Female,Tablet,41,45,,,,,,653
45,Male,Tablet,6,40,,,,,,1368
19,Female,Desktop,88,44,,,,,,305
52,Female,Desktop,27,22,,,,,,1293
54,Female,Mobile,20,24,,,,,,170
22,Female,Mobile,25,26,,,,,,320
18,Male,Tablet,66,30,,,,,,5
57,Female,Tablet,9,33,,,,,,1024
29,Male,Mobile,92,16,,,,,,1289
53,Male,Mobile,53,22,,,,,,67
62,Male,Desktop,61,49,,,,,,487
40,Male,Mobile,38,43,,,,,,1349
64,Male,Mobile,3,18,,,,,,1229
48,Male,Tablet,84,7,,,,,,226
28,Female,Mobile,70,26,,,,,,156
27,Male,Tablet,103,8,,,,,,648
20,Male,Mobile,97,6,,,,,,630
31,Male,Desktop,55,30,,,,,,1490
33,Female,Mobile,1,39,,,,,,221
27,Female,Mobile,101,23,,,,,,200
46,Male,Mobile,70,32,,,,,,1230
27,Female,Tablet,45,22,,,,,,999
29,Male,Desktop,98,42,,,,,,1019
47,Male,Mobile,47,43,,,,,,651
58,Female,Tablet,79,45,,,,,,1262
18,Male,Desktop,109,9,,,,,,1169
22,Female,Tablet,26,31,,,,,,712
37,Female,Tablet,14,7,,,,,,1085
25,Male,Desktop,54,9,,,,,,1170
60,Male,Mobile,71,13,,,,,,726
29,Female,Tablet,46,3,,,,,,644
18,Male,Tablet,31,35,,,,,,110
37,Male,Mobile,88,33,,,,,,169
45,Male,Mobile,59,21,,,,,,219
60,Female,Desktop,95,31,,,,,,1099
54,Female,Desktop,29,34,,,,,,94
64,Male,Desktop,106,32,,,,,,878
54,Female,Mobile,96,35,,,,,,1256
29,Female,Tablet,17,15,,,,,,1107
54,Female,Tablet,14,32,,,,,,612
61,Female,Desktop,104,6,,,,,,353
45,Female,Mobile,36,45,,,,,,898
64,Male,Tablet,58,21,,,,,,250
32,Male,Desktop,112,33,,,,,,276
23,Male,Tablet,24,32,,,,,,407
61,Female,Tablet,109,19,,,,,,1144
37,Female,Mobile,63,33,,,,,,1463
31,Male,Mobile,118,28,,,,,,1470
19,Female,Tablet,91,31,,,,,,1200
26,Male,Desktop,25,21,,,,,,1044
54,Male,Mobile,59,34,,,,,,965
37,Male,Tablet,32,15,,,,,,902
43,Female,Mobile,116,14,,,,,,1084
46,Female,Mobile,82,19,,,,,,1131
18,Male,Mobile,110,43,,,,,,288
52,Male,Tablet,18,15,,,,,,521
23,Male,Desktop,37,6,,,,,,622
54,Male,Desktop,26,9,,,,,,1306
22,Female,Desktop,9,37,,,,,,616
50,Female,Mobile,99,20,,,,,,754
31,Male,Tablet,64,34,,,,,,1297
29,Male,Mobile,72,38,,,,,,404
59,Female,Desktop,20,26,,,,,,90
37,Female,Desktop,54,18,,,,,,324
41,Male,Tablet,106,28,,,,,,1060
60,Male,Mobile,86,9,,,,,,340
51,Male,Desktop,83,32,,,,,,55
42,Female,Tablet,30,6,,,,,,1107
46,Female,Mobile,53,14,,,,,,178
56,Female,Mobile,92,28,,,,,,505
48,Male,Desktop,99,24,,,,,,80
64,Male,Desktop,107,13,,,,,,320
60,Female,Mobile,63,43,,,,,,1401
40,Female,Mobile,11,12,,,,,,1109
61,Male,Desktop,31,19,,,,,,701
55,Female,Mobile,49,21,,,,,,1014
37,Female,Desktop,112,27,,,,,,736
40,Male,Mobile,103,19,,,,,,1099
62,Female,Desktop,100,24,,,,,,973
33,Male,Tablet,94,26,,,,,,858
59,Male,Desktop,87,45,,,,,,670
25,Male,Desktop,19,28,,,,,,656
38,Male,Tablet,12,46,,,,,,1099
18,Male,Mobile,15,18,,,,,,50
25,Male,Tablet,31,44,,,,,,1075
46,Male,Desktop,43,36,,,,,,1450
49,Female,Mobile,101,42,,,,,,153
55,Male,Tablet,37,29,,,,,,914
22,Male,Mobile,79,17,,,,,,1158
64,Female,Mobile,29,4,,,,,,460
39,Female,Tablet,114,44,,,,,,881
64,Female,Mobile,107,45,,,,,,970
51,Male,Tablet,26,29,,,,,,873
18,Female,Desktop,108,4,,,,,,933
43,Male,Mobile,2,10,,,,,,1028
60,Male,Desktop,84,25,,,,,,1005
27,Male,Desktop,15,31,,,,,,778
47,Male,Mobile,116,3,,,,,,248
35,Female,Tablet,4,47,,,,,,478
34,Female,Mobile,86,2,,,,,,386
43,Male,Desktop,50,25,,,,,,1131
25,Male,Desktop,38,49,,,,,,493
64,Male,Tablet,23,6,,,,,,1065
57,Female,Mobile,59,26,,,,,,1361
29,Male,Desktop,90,8,,,,,,401
44,Male,Desktop,115,35,,,,,,300
25,Female,Desktop,75,27,,,,,,111
42,Female,Tablet,28,25,,,,,,864
63,Male,Desktop,66,18,,,,,,958
21,Female,Desktop,8,1,,,,,,534
50,Female,Mobile,29,48,,,,,,1111
18,Male,Mobile,11,39,,,,,,938
36,Female,Desktop,101,3,,,,,,292
48,Male,Desktop,18,4,,,,,,710
33,Female,Mobile,55,41,,,,,,1489
31,Male,Tablet,50,37,,,,,,219
22,Male,Tablet,14,15,,,,,,1309
58,Male,Tablet,118,8,,,,,,736
43,Female,Tablet,74,38,,,,,,1487
45,Male,Tablet,99,19,,,,,,348
19,Female,Tablet,9,47,,,,,,198
23,Male,Tablet,99,26,,,,,,162
26,Male,Tablet,11,39,,,,,,469
50,Female,Mobile,63,10,,,,,,108
58,Male,Tablet,108,38,,,,,,38
42,Male,Tablet,76,14,,,,,,1130
30,Female,Tablet,67,49,,,,,,643
26,Male,Desktop,53,41,,,,,,329
30,Male,Mobile,39,19,,,,,,695
48,Male,Mobile,78,30,,,,,,596
58,Male,Mobile,56,5,,,,,,145
28,Female,Tablet,28,31,,,,,,478
21,Female,Tablet,75,7,,,,,,1059
51,Male,Desktop,39,19,,,,,,888
55,Female,Mobile,25,31,,,,,,67
63,Male,Tablet,21,39,,,,,,1115
21,Female,Mobile,10,24,,,,,,308
55,Male,Desktop,43,34,,,,,,1089
36,Male,Desktop,15,23,,,,,,400
23,Male,Desktop,83,48,,,,,,338
51,Male,Mobile,48,45,,,,,,790
35,Male,Tablet,86,40,,,,,,415
30,Male,Tablet,21,6,,,,,,288
58,Female,Desktop,60,38,,,,,,470
40,Male,Tablet,116,41,,,,,,84
36,Female,Desktop,108,36,,,,,,788
62,Male,Mobile,96,27,,,,,,1105
28,Female,Desktop,50,11,,,,,,737
18,Female,Mobile,23,5,,,,,,1389
41,Female,Desktop,13,17,,,,,,81
24,Male,Tablet,69,7,,,,,,513
42,Male,Tablet,4,27,,,,,,1192
38,Female,Desktop,92,47,,,,,,1037
32,Male,Tablet,78,15,,,,,,1203
18,Female,Tablet,72,46,,,,,,466
29,Male,Tablet,9,13,,,,,,1335
24,Female,Mobile,115,11,,,,,,249
32,Female,Tablet,35,45,,,,,,126
38,Male,Mobile,101,26,,,,,,189
36,Female,Desktop,21,22,,,,,,36
46,Male,Tablet,58,28,,,,,,1002
42,Female,Tablet,18,24,,,,,,766
50,Female,Tablet,97,29,,,,,,573
49,Male,Desktop,72,9,,,,,,314
52,Male,Mobile,115,42,,,,,,1400
61,Male,Mobile,113,4,,,,,,834
55,Female,Tablet,81,49,,,,,,996
43,Male,Desktop,43,46,,,,,,1084
28,Female,Desktop,95,18,,,,,,795
52,Female,Desktop,98,43,,,,,,1301
25,Male,Desktop,6,16,,,,,,468
63,Male,Desktop,86,33,,,,,,682
31,Female,Mobile,78,29,,,,,,1484
27,Female,Mobile,67,39,,,,,,983
19,Male,Mobile,12,10,,,,,,674
63,Male,Tablet,100,9,,,,,,1277
26,Male,Desktop,12,31,,,,,,702
20,Male,Tablet,109,28,,,,,,998
38,Male,Desktop,66,3,,,,,,82
43,Female,Mobile,2,14,,,,,,538
25,Female,Tablet,15,25,,,,,,112
19,Female,Mobile,23,15,,,,,,1301
23,Female,Desktop,29,2,,,,,,768
45,Male,Desktop,81,24,,,,,,19
46,Male,Desktop,96,14,,,,,,374
43,Male,Mobile,7,48,,,,,,1332
42,Female,Desktop,94,7,,,,,,209
29,Female,Mobile,28,36,,,,,,1141
22,Male,Tablet,14,24,,,,,,869
51,Male,Desktop,44,27,,,,,,1281
54,Female,Desktop,30,37,,,,,,445
32,Female,Desktop,81,38,,,,,,1214
61,Male,Tablet,32,30,,,,,,863
53,Male,Desktop,110,27,,,,,,231
32,Female,Mobile,70,39,,,,,,532
60,Male,Mobile,115,15,,,,,,358
40,Male,Desktop,88,26,,,,,,627
23,Male,Desktop,6,1,,,,,,1029
63,Female,Tablet,27,4,,,,,,931
61,Female,Tablet,82,29,,,,,,1448
60,Female,Tablet,88,1,,,,,,1189
62,Female,Desktop,101,43,,,,,,165
38,Female,Tablet,24,46,,,,,,875
40,Female,Tablet,102,22,,,,,,1156
60,Female,Mobile,34,11,,,,,,1179
33,Male,Tablet,40,10,,,,,,448
64,Male,Mobile,47,17,,,,,,1499
32,Male,Mobile,79,36,,,,,,467
42,Male,Tablet,75,47,,,,,,1058
53,Male,Mobile,86,26,,,,,,477
28,Male,Desktop,118,48,,,,,,561
32,Male,Desktop,24,21,,,,,,84
21,Female,Tablet,65,13,,,,,,1067
38,Female,Desktop,18,9,,,,,,244
30,Male,Mobile,44,11,,,,,,561
39,Male,Desktop,76,11,,,,,,594
36,Female,Tablet,57,6,,,,,,1365
51,Male,Tablet,107,1,,,,,,1308
31,Male,Mobile,28,6,,,,,,1144
21,Female,Tablet,104,13,,,,,,273
63,Male,Desktop,71,22,,,,,,339
44,Female,Tablet,23,31,,,,,,316
46,Male,Mobile,85,22,,,,,,1081
64,Female,Tablet,34,37,,,,,,1096
45,Female,Desktop,11,47,,,,,,698
52,Female,Mobile,86,27,,,,,,38
25,Male,Desktop,106,14,,,,,,390
33,Female,Mobile,35,47,,,,,,253
59,Male,Tablet,116,5,,,,,,1139
53,Male,Mobile,93,36,,,,,,1122
47,Male,Mobile,42,32,,,,,,1438
35,Male,Tablet,28,34,,,,,,1207
19,Female,Desktop,82,7,,,,,,1075
30,Female,Tablet,78,42,,,,,,798
21,Male,Mobile,82,48,,,,,,856
43,Male,Tablet,92,10,,,,,,878
42,Female,Mobile,24,17,,,,,,380
47,Male,Tablet,8,30,,,,,,728
28,Female,Tablet,106,21,,,,,,206
24,Male,Desktop,118,13,,,,,,449
48,Male,Mobile,109,1,,,,,,301
61,Female,Desktop,53,1,,,,,,1336
27,Male,Mobile,72,47,,,,,,497
56,Female,Tablet,4,33,,,,,,342
30,Male,Mobile,91,38,,,,,,927
48,Male,Desktop,100,25,,,,,,1094
24,Male,Desktop,5,26,,,,,,796
59,Female,Desktop,97,13,,,,,,1450
59,Male,Mobile,49,28,,,,,,966
53,Male,Desktop,98,33,,,,,,321
37,Male,Desktop,30,37,,,,,,946
21,Male,Desktop,72,41,,,,,,630
24,Female,Tablet,103,30,,,,,,79
18,Female,Tablet,63,49,,,,,,943
61,Male,Mobile,47,48,,,,,,63
62,Female,Mobile,26,8,,,,,,390
59,Male,Desktop,57,49,,,,,,19
64,Male,Tablet,37,47,,,,,,1259
30,Male,Desktop,98,1,,,,,,203
39,Female,Desktop,7,12,,,,,,1382
38,Female,Tablet,40,5,,,,,,39
39,Female,Tablet,92,24,,,,,,166
45,Female,Tablet,39,6,,,,,,986
26,Female,Mobile,62,25,,,,,,803
43,Female,Mobile,103,1,,,,,,899
26,Female,Desktop,92,25,,,,,,475
32,Female,Mobile,78,1,,,,,,535
27,Female,Tablet,53,32,,,,,,796
41,Male,Tablet,114,42,,,,,,856
59,Female,Mobile,102,42,,,,,,1451
25,Female,Desktop,4,3,,,,,,352
41,Female,Desktop,106,49,,,,,,698
33,Female,Mobile,82,19,,,,,,939
43,Female,Desktop,108,43,,,,,,917
44,Female,Desktop,112,29,,,,,,151
54,Female,Desktop,25,2,,,,,,1402
21,Female,Tablet,7,9,,,,,,679
41,Female,Tablet,102,17,,,,,,1444
36,Female,Mobile,28,46,,,,,,691
53,Female,Tablet,69,36,,,,,,1284
56,Male,Desktop,67,17,,,,,,964
27,Male,Tablet,108,49,,,,,,690
42,Female,Mobile,95,12,,,,,,1131
35,Female,Tablet,111,20,,,,,,125
36,Male,Desktop,106,3,,,,,,423
53,Female,Desktop,20,43,,,,,,354
27,Male,Mobile,83,4,,,,,,46
50,Male,Tablet,112,17,,,,,,1395
22,Male,Tablet,11,37,,,,,,33
64,Male,Tablet,104,46,,,,,,970
52,Male,Desktop,67,42,,,,,,789
61,Female,Mobile,87,15,,,,,,18
51,Male,Tablet,7,33,,,,,,924
50,Female,Desktop,23,16,,,,,,822
38,Female,Desktop,61,11,,,,,,829
34,Male,Desktop,71,20,,,,,,1217
39,Male,Tablet,110,38,,,,,,876
54,Female,Tablet,34,24,,,,,,299
32,Male,Tablet,106,16,,,,,,1211
52,Male,Tablet,19,30,,,,,,868
45,Female,Tablet,58,34,,,,,,552
24,Female,Tablet,9,1,,,,,,1065
49,Male,Tablet,48,24,,,,,,1012
28,Female,Tablet,115,24,,,,,,1042
27,Male,Tablet,82,9,,,,,,639
26,Male,Desktop,41,22,,,,,,599
31,Male,Tablet,48,12,,,,,,1187
30,Female,Mobile,45,17,,,,,,1357
42,Female,Desktop,106,25,,,,,,618
19,Female,Tablet,25,28,,,,,,1111
52,Female,Mobile,116,15,,,,,,1050
24,Female,Tablet,78,30,,,,,,1160
38,Male,Mobile,108,27,,,,,,469
35,Male,Mobile,25,22,,,,,,1484
20,Male,Mobile,19,10,,,,,,1330
59,Male,Mobile,39,31,,,,,,959
56,Female,Desktop,119,27,,,,,,934
58,Male,Desktop,79,12,,,,,,1295
28,Female,Mobile,80,46,,,,,,803
56,Male,Tablet,27,31,,,,,,399
41,Female,Mobile,104,32,,,,,,1148
63,Female,Desktop,74,32,,,,,,250
36,Male,Tablet,63,41,,,,,,572
21,Male,Desktop,68,45,,,,,,42
43,Male,Desktop,115,35,,,,,,249
55,Male,Tablet,19,46,,,,,,25
59,Female,Mobile,28,21,,,,,,1138
49,Male,Mobile,85,10,,,,,,398
56,Male,Mobile,111,16,,,,,,1438
62,Female,Mobile,78,7,,,,,,991
63,Male,Tablet,33,4,,,,,,12
53,Male,Tablet,112,27,,,,,,1472
57,Male,Tablet,10,25,,,,,,332
54,Male,Desktop,83,31,,,,,,294
50,Male,Tablet,30,11,,,,,,515
53,Female,Mobile,22,48,,,,,,916
20,Male,Desktop,3,20,,,,,,365
26,Male,Mobile,101,36,,,,,,720
25,Male,Mobile,105,17,,,,,,223
50,Male,Tablet,82,45,,,,,,410
23,Male,Tablet,75,11,,,,,,757
58,Female,Mobile,48,30,,,,,,927
56,Male,Mobile,2,35,,,,,,836
21,Female,Desktop,76,41,,,,,,798
30,Female,Tablet,54,38,,,,,,1248
19,Male,Desktop,6,22,,,,,,599
22,Male,Desktop,107,43,,,,,,111
61,Male,Desktop,40,48,,,,,,585
44,Male,Mobile,108,27,,,,,,613
49,Female,Desktop,93,37,,,,,,1314
38,Male,Desktop,94,46,,,,,,12
25,Male,Mobile,2,49,,,,,,810
55,Male,Tablet,73,35,,,,,,193
25,Male,Tablet,111,4,,,,,,85
20,Male,Desktop,2,16,,,,,,112
61,Male,Mobile,93,16,,,,,,1349
20,Female,Tablet,97,21,,,,,,690
39,Female,Desktop,74,26,,,,,,350
23,Male,Desktop,98,36,,,,,,332
19,Male,Mobile,108,19,,,,,,559
40,Male,Desktop,55,17,,,,,,306
61,Female,Tablet,72,45,,,,,,204
19,Male,Mobile,101,26,,,,,,897
55,Female,Tablet,118,22,,,,,,1447
34,Male,Tablet,60,28,,,,,,1067
52,Male,Tablet,97,1,,,,,,311
51,Male,Desktop,111,44,,,,,,1032
40,Male,Desktop,6,36,,,,,,1105
47,Female,Tablet,108,43,,,,,,472
25,Female,Tablet,104,37,,,,,,183
39,Male,Mobile,109,2,,,,,,649
61,Male,Mobile,19,17,,,,,,280
53,Female,Desktop,96,40,,,,,,1180
22,Female,Desktop,27,38,,,,,,1192
30,Female,Mobile,1,21,,,,,,1318
46,Female,Tablet,107,9,,,,,,1406
48,Male,Desktop,116,13,,,,,,625
64,Female,Tablet,33,11,,,,,,642
33,Male,Mobile,40,16,,,,,,1338
59,Female,Desktop,32,16,,,,,,934
47,Female,Desktop,69,2,,,,,,1417
33,Female,Mobile,17,42,,,,,,187
29,Female,Desktop,8,44,,,,,,1334
34,Female,Mobile,57,8,,,,,,76
33,Male,Desktop,42,43,,,,,,1247
29,Male,Mobile,98,42,,,,,,723
25,Female,Desktop,9,13,,,,,,1201
37,Female,Tablet,87,17,,,,,,1300
20,Male,Tablet,35,39,,,,,,730
33,Female,Tablet,114,24,,,,,,1496
47,Female,Desktop,71,3,,,,,,273
62,Male,Desktop,79,30,,,,,,1048
40,Female,Tablet,53,13,,,,,,582
45,Female,Tablet,54,19,,,,,,999
57,Male,Mobile,84,7,,,,,,819
22,Male,Mobile,114,9,,,,,,151
37,Male,Mobile,25,19,,,,,,1457
57,Female,Tablet,67,45,,,,,,1193
61,Male,Tablet,62,40,,,,,,894
18,Male,Tablet,55,22,,,,,,314
47,Male,Mobile,46,18,,,,,,522
38,Male,Desktop,24,23,,,,,,18
37,Male,Tablet,98,2,,,,,,136
23,Male,Desktop,46,11,,,,,,759
39,Female,Desktop,22,31,,,,,,443
35,Female,Desktop,11,33,,,,,,747
25,Male,Mobile,48,14,,,,,,744
56,Male,Desktop,8,16,,,,,,799
49,Male,Tablet,39,11,,,,,,267
50,Female,Mobile,107,33,,,,,,647
33,Female,Tablet,35,7,,,,,,1253
29,Female,Tablet,49,31,,,,,,262
55,Female,Mobile,46,48,,,,,,1262
51,Female,Tablet,38,46,,,,,,1364
31,Female,Tablet,8,47,,,,,,413
53,Female,Mobile,54,14,,,,,,979
50,Female,Tablet,37,28,,,,,,1052
40,Female,Desktop,91,43,,,,,,275
62,Male,Tablet,92,16,,,,,,1123
19,Male,Desktop,40,19,,,,,,146
58,Male,Tablet,34,17,,,,,,906
38,Male,Mobile,96,26,,,,,,978
19,Female,Mobile,79,6,,,,,,1109
44,Female,Tablet,108,43,,,,,,278
26,Male,Mobile,17,49,,,,,,280
18,Female,Tablet,33,9,,,,,,469
28,Male,Mobile,47,17,,,,,,1236
20,Female,Desktop,110,31,,,,,,1324
40,Male,Tablet,52,12,,,,,,1067
43,Female,Desktop,118,23,,,,,,292
21,Female,Desktop,80,5,,,,,,1152
35,Male,Tablet,93,43,,,,,,880
23,Female,Desktop,9,36,,,,,,1311
52,Male,Tablet,33,36,,,,,,882
39,Male,Desktop,60,3,,,,,,184
60,Male,Tablet,113,24,,,,,,1125
32,Male,Tablet,93,17,,,,,,1219
39,Female,Mobile,77,39,,,,,,1102
54,Female,Tablet,21,26,,,,,,451
59,Female,Tablet,58,4,,,,,,789
29,Male,Desktop,85,45,,,,,,565
64,Female,Tablet,69,12,,,,,,488
59,Male,Mobile,10,1,,,,,,853
55,Female,Desktop,6,21,,,,,,726
35,Female,Desktop,115,19,,,,,,120
62,Female,Mobile,13,21,,,,,,539
52,Male,Desktop,65,18,,,,,,1126
47,Female,Desktop,20,43,,,,,,1356
41,Female,Desktop,57,3,,,,,,411
59,Male,Desktop,111,49,,,,,,1341
47,Female,Mobile,46,44,,,,,,698
31,Male,Mobile,8,32,,,,,,1176
23,Female,Desktop,10,10,,,,,,1370
20,Male,Desktop,73,40,,,,,,499
33,Male,Mobile,113,15,,,,,,952
24,Female,Mobile,105,5,,,,,,27
31,Male,Mobile,67,4,,,,,,1133
26,Male,Desktop,11,28,,,,,,562
32,Male,Desktop,12,4,,,,,,945
38,Male,Tablet,10,15,,,,,,1250
52,Male,Mobile,25,17,,,,,,859
19,Male,Desktop,49,44,,,,,,1043
44,Female,Mobile,49,3,,,,,,895
19,Male,Desktop,89,10,,,,,,82
52,Male,Mobile,11,47,,,,,,1350
35,Female,Desktop,62,42,,,,,,811
31,Female,Tablet,118,23,,,,,,1269
37,Female,Tablet,36,18,,,,,,1046
35,Female,Mobile,39,1,,,,,,772
27,Female,Desktop,53,35,,,,,,458
42,Female,Desktop,90,31,,,,,,1471
19,Female,Mobile,78,44,,,,,,932
42,Male,Desktop,103,1,,,,,,281
50,Male,Mobile,56,3,,,,,,1452
53,Female,Desktop,104,3,,,,,,1055
48,Male,Mobile,1,37,,,,,,518
31,Male,Desktop,56,19,,,,,,468
18,Male,Mobile,118,29,,,,,,811
63,Female,Desktop,4,25,,,,,,828
33,Female,Tablet,30,33,,,,,,367
63,Male,Desktop,12,36,,,,,,1411
20,Female,Mobile,35,29,,,,,,755
52,Male,Tablet,77,26,,,,,,529
58,Male,Desktop,52,4,,,,,,1410
23,Male,Tablet,31,49,,,,,,1212
42,Male,Desktop,102,14,,,,,,1222
30,Female,Tablet,107,27,,,,,,1490
51,Female,Mobile,87,33,,,,,,60
25,Female,Desktop,68,22,,,,,,1258
38,Male,Desktop,52,48,,,,,,493
51,Female,Mobile,80,3,,,,,,1056
21,Male,Tablet,7,23,,,,,,726
42,Female,Mobile,22,21,,,,,,1212
32,Male,Mobile,93,41,,,,,,1453
21,Male,Tablet,75,23,,,,,,1403
62,Male,Mobile,56,4,,,,,,45
29,Female,Desktop,97,21,,,,,,1008
49,Female,Desktop,58,37,,,,,,264
49,Female,Desktop,93,43,,,,,,445
45,Female,Mobile,64,31,,,,,,930
30,Male,Desktop,103,21,,,,,,860
48,Female,Desktop,12,26,,,,,,88
31,Female,Desktop,7,41,,,,,,50
37,Male,Desktop,55,35,,,,,,444
35,Male,Desktop,103,38,,,,,,990
46,Male,Desktop,106,24,,,,,,1466
23,Female,Mobile,62,11,,,,,,140
49,Male,Desktop,112,41,,,,,,1211
46,Male,Desktop,90,29,,,,,,1200
60,Male,Tablet,104,47,,,,,,913
19,Female,Mobile,73,3,,,,,,865
40,Male,Mobile,105,1,,,,,,792
36,Female,Mobile,98,19,,,,,,594
48,Female,Mobile,109,46,,,,,,960
22,Male,Desktop,77,49,,,,,,694
36,Male,Desktop,55,22,,,,,,543
51,Female,Tablet,119,14,,,,,,1148
27,Male,Tablet,36,49,,,,,,1309
42,Male,Mobile,89,14,,,,,,1336
19,Female,Tablet,24,44,,,,,,712
28,Female,Tablet,44,16,,,,,,1305
48,Male,Mobile,17,33,,,,,,299
32,Female,Mobile,2,13,,,,,,57
26,Male,Tablet,13,38,,,,,,810
40,Male,Desktop,31,49,,,,,,1460
36,Male,Tablet,93,12,,,,,,56
26,Female,Tablet,114,38,,,,,,732
52,Male,Desktop,28,39,,,,,,76
38,Male,Desktop,60,33,,,,,,32
26,Male,Mobile,27,33,,,,,,473
45,Female,Mobile,15,29,,,,,,768
63,Female,Tablet,95,5,,,,,,890
24,Female,Desktop,104,6,,,,,,916
33,Female,Mobile,79,31,,,,,,551
33,Female,Tablet,33,16,,,,,,1429
50,Male,Desktop,20,31,,,,,,205
21,Female,Tablet,42,25,,,,,,824
21,Female,Mobile,12,48,,,,,,1494
56,Female,Mobile,101,46,,,,,,564
57,Male,Desktop,73,33,,,,,,383
34,Female,Tablet,23,13,,,,,,1205
54,Female,Desktop,72,10,,,,,,1080
56,Male,Mobile,96,24,,,,,,83
46,Female,Mobile,112,10,,,,,,1413
53,Male,Tablet,14,41,,,,,,838
55,Male,Tablet,91,31,,,,,,1036
56,Male,Tablet,25,13,,,,,,1242
54,Male,Desktop,77,3,,,,,,29
52,Male,Tablet,119,34,,,,,,454
24,Female,Tablet,85,49,,,,,,772
44,Male,Mobile,109,28,,,,,,759
45,Male,Mobile,31,19,,,,,,1485
39,Female,Tablet,101,23,,,,,,1489
31,Male,Tablet,112,45,,,,,,202
24,Female,Mobile,107,32,,,,,,1122
54,Female,Tablet,54,13,,,,,,441
39,Female,Desktop,5,33,,,,,,694
22,Male,Desktop,13,34,,,,,,1406
19,Male,Desktop,28,33,,,,,,591
44,Male,Tablet,43,5,,,,,,108
38,Female,Mobile,89,3,,,,,,631
55,Male,Tablet,115,7,,,,,,1067
32,Male,Tablet,99,24,,,,,,462
38,Male,Mobile,47,22,,,,,,368
27,Female,Mobile,103,45,,,,,,139
40,Female,Mobile,71,23,,,,,,378
56,Male,Desktop,38,30,,,,,,1260
22,Male,Tablet,96,18,,,,,,43
18,Male,Mobile,67,32,,,,,,823
30,Male,Tablet,62,7,,,,,,51
38,Female,Desktop,109,33,,,,,,40
43,Female,Desktop,39,5,,,,,,99
62,Female,Mobile,37,49,,,,,,989
38,Female,Mobile,119,28,,,,,,1389
35,Male,Tablet,114,8,,,,,,1174
54,Male,Mobile,86,15,,,,,,372
62,Male,Tablet,8,4,,,,,,69
49,Female,Mobile,81,34,,,,,,1256
53,Male,Tablet,52,5,,,,,,758
34,Female,Tablet,91,33,,,,,,820
52,Female,Tablet,33,5,,,,,,760
28,Male,Tablet,110,38,,,,,,185
38,Male,Desktop,81,34,,,,,,601
43,Male,Tablet,42,26,,,,,,1183
21,Female,Mobile,76,1,,,,,,791
51,Male,Desktop,112,4,,,,,,631
